Snapshot_Date,SKU,Current_Stock,On_Order,Lead_Time_Days,Safety_Stock,Reorder_Point,Inventory_Value,Total_Pipeline_Stock,Is_Below_Reorder_Point,Is_Below_Safety_Stock,Stock_Status,Average_Forecast_Demand,Stock_Coverage_Weeks,Lead_Time_Weeks,Lead_Time_Demand,Available_Stock,Stockout_Gap,Stockout_Risk,Excess_Stock,Overstock_Risk,Overall_Risk,Recommendation,Risk_Score
2024-06-01,SKU023,370,55,3,82,116,1408442.0,425,0,0,Healthy (> Reorder Point),87.54378131244553,4.226456687762464,0.42857142857142855,37.51876341961951,425,-305.4812365803805,LOW,-680.5253757493465,LOW,LOW,HEALTHY,0
2024-06-01,SKU024,418,185,8,62,189,557373.74,603,0,0,Healthy (> Reorder Point),76.4636135364613,5.466652446404181,1.1428571428571428,87.3869868988129,603,-453.6130131011871,LOW,-499.5633624375355,LOW,LOW,HEALTHY,0
2024-06-01,SKU025,1407,841,9,255,626,5488707.0,2248,0,0,Healthy (> Reorder Point),18.585355361227894,75.70476714882909,1.2857142857142858,23.895456893007292,2248,-1969.1045431069927,LOW,1183.9757356652653,HIGH,HIGH,MARKDOWN / CLEAR,40
2024-06-01,SKU026,223,283,13,48,149,1377859.02,506,0,0,Healthy (> Reorder Point),133.0415205457043,1.6761684554213427,1.8571428571428572,247.0771095848794,506,-210.9228904151206,LOW,-1373.4982465484513,LOW,LOW,HEALTHY,0
2024-06-01,SKU027,712,434,13,142,412,3263708.32,1146,0,0,Healthy (> Reorder Point),145.90675541794133,4.879828887706521,1.8571428571428572,270.9696886333196,1146,-733.0303113666804,LOW,-1038.881065015296,LOW,LOW,HEALTHY,0
2024-06-01,SKU028,405,318,11,118,377,197980.2,723,0,0,Healthy (> Reorder Point),31.106388794354906,13.01983340713269,1.5714285714285714,48.881468105414854,723,-556.1185318945852,LOW,31.723334467741097,HIGH,HIGH,MARKDOWN / CLEAR,40
2024-06-01,SKU029,207,198,13,212,624,707132.7,405,1,1,Critical (<= Safety Stock),92.13179246289059,2.246781425460454,1.8571428571428572,171.10190028822538,405,-21.89809971177465,LOW,-898.581509554687,LOW,LOW,REORDER SOON,0
2024-06-01,SKU030,199,185,9,56,125,410542.97,384,0,0,Healthy (> Reorder Point),29.57372506362793,6.7289460347606225,1.2857142857142858,38.02336079609305,384,-289.976639203907,LOW,-155.88470076353514,LOW,LOW,HEALTHY,0
2024-06-01,SKU031,181,40,14,53,164,457088.35,221,0,0,Healthy (> Reorder Point),112.061080321504,1.6151905682214538,2.0,224.122160643008,221,56.12216064300799,HIGH,-1163.732963858048,LOW,HIGH,REORDER NOW,60
2024-06-01,SKU032,385,273,9,67,191,1758295.0,658,0,0,Healthy (> Reorder Point),54.992586929301225,7.000943608907836,1.2857142857142858,70.7047546233873,658,-520.2952453766127,LOW,-274.91104315161465,LOW,LOW,HEALTHY,0
2024-06-01,SKU033,271,44,7,104,197,921264.5,315,0,0,Healthy (> Reorder Point),102.66265597604806,2.639713510463106,1.0,102.66265597604806,315,-108.33734402395194,LOW,-960.9518717125766,LOW,LOW,HEALTHY,0
2024-06-01,SKU034,168,22,3,44,65,259398.72,190,0,0,Healthy (> Reorder Point),118.43921646150007,1.418449100046269,0.42857142857142855,50.75966419778574,190,-95.24033580221426,LOW,-1253.2705975380009,LOW,LOW,HEALTHY,0
2024-06-01,SKU035,799,666,9,136,349,4672775.72,1465,0,0,Healthy (> Reorder Point),125.03438379015351,6.390242234015964,1.2857142857142858,160.7584934444831,1465,-1168.241506555517,LOW,-701.4126054818421,LOW,LOW,HEALTHY,0
2024-06-01,SKU036,214,501,7,118,272,320970.04,715,1,0,Reorder Needed (<= Reorder Point),28.401220974970112,7.534887327153906,1.0,28.401220974970112,715,-568.5987790250299,LOW,-126.81465169964133,LOW,LOW,REORDER SOON,0
2024-06-01,SKU037,1382,464,9,261,728,7803435.36,1846,0,0,Healthy (> Reorder Point),148.2476501285819,9.32223882672898,1.2857142857142858,190.60412159389105,1846,-1394.395878406109,LOW,-396.97180154298303,LOW,LOW,HEALTHY,0
2024-06-01,SKU038,118,237,4,90,140,377943.38,355,1,0,Reorder Needed (<= Reorder Point),46.60615974096913,2.531854172406145,0.5714285714285714,26.632091280553787,355,-238.3679087194462,LOW,-441.2739168916296,LOW,LOW,REORDER SOON,0
2024-06-01,SKU039,171,195,10,42,112,522242.55,366,0,0,Healthy (> Reorder Point),18.63885467149666,9.174383459381792,1.4285714285714286,26.626935244995227,366,-297.37306475500475,LOW,-52.66625605795991,LOW,LOW,HEALTHY,0
2024-06-01,SKU040,262,4,9,50,120,305112.1,266,0,0,Healthy (> Reorder Point),90.19968398617831,2.904666495729047,1.2857142857142858,115.97102226794355,266,-100.02897773205643,LOW,-820.3962078341397,LOW,LOW,HEALTHY,0
2024-06-01,SKU041,449,392,11,146,360,2547055.77,841,0,0,Healthy (> Reorder Point),64.96817258818683,6.911076333423632,1.5714285714285714,102.0928426385793,841,-592.9071573614207,LOW,-330.618071058242,LOW,LOW,HEALTHY,0
2024-06-01,SKU042,271,295,14,39,156,2103263.52,566,0,0,Healthy (> Reorder Point),136.1102257325676,1.9910333594807696,2.0,272.2204514651352,566,-254.77954853486477,LOW,-1362.3227087908112,LOW,LOW,HEALTHY,0
2024-06-01,SKU043,553,22,12,86,399,2064100.15,575,0,0,Healthy (> Reorder Point),130.258832688137,4.245393487626141,1.7142857142857142,223.3008560368063,575,-265.6991439631937,LOW,-1010.1059922576442,LOW,LOW,HEALTHY,0
2024-06-01,SKU044,321,323,14,67,205,320046.63,644,0,0,Healthy (> Reorder Point),53.04250247248853,6.051750672330978,2.0,106.08500494497706,644,-470.9149950550229,LOW,-315.5100296698623,LOW,LOW,HEALTHY,0
2024-06-01,SKU045,163,184,5,66,162,296386.16,347,0,0,Healthy (> Reorder Point),147.55999314681097,1.1046354538511491,0.7142857142857143,105.39999510486498,347,-175.60000489513502,LOW,-1607.7199177617317,LOW,LOW,HEALTHY,0
2024-06-01,SKU046,250,163,13,45,234,1184737.5,413,0,0,Healthy (> Reorder Point),54.18980348712668,4.613414035712271,1.8571428571428572,100.6382064760924,413,-267.3617935239076,LOW,-400.2776418455202,LOW,LOW,HEALTHY,0
2024-06-01,SKU047,108,9,7,23,72,661881.24,117,0,0,Healthy (> Reorder Point),88.06846728987554,1.226318605551749,1.0,88.06846728987554,117,-5.931532710124458,LOW,-948.8216074785064,LOW,LOW,HEALTHY,0
2024-06-01,SKU048,59,103,8,17,53,212324.48,162,0,0,Healthy (> Reorder Point),52.66637908493151,1.1202592816349626,1.1428571428571428,60.190147525636014,162,-84.80985247436399,LOW,-572.9965490191781,LOW,LOW,HEALTHY,0
2024-06-01,SKU049,418,536,5,138,314,2209677.58,954,0,0,Healthy (> Reorder Point),147.86670983735698,2.8268702296803028,0.7142857142857143,105.61907845525499,954,-710.380921544745,LOW,-1356.4005180482836,LOW,LOW,HEALTHY,0
2024-06-01,SKU050,504,179,5,155,255,1750145.04,683,0,0,Healthy (> Reorder Point),35.23463894720143,14.304105705616461,0.7142857142857143,25.167599248001025,683,-502.832400751999,LOW,81.18433263358281,HIGH,HIGH,MARKDOWN / CLEAR,40
2024-07-01,SKU001,928,173,11,184,635,3388415.68,1101,0,0,Healthy (> Reorder Point),84.35095557248381,11.001653670687325,1.5714285714285714,132.55150161390313,1101,-784.4484983860968,LOW,-84.21146686980569,LOW,LOW,HEALTHY,0
2024-07-01,SKU002,517,515,13,170,490,2923428.2,1032,0,0,Healthy (> Reorder Point),60.610605206310034,8.529860380707373,1.8571428571428572,112.56255252600435,1032,-749.4374474739957,LOW,-210.32726247572043,LOW,LOW,HEALTHY,0
2024-07-01,SKU003,449,232,11,80,234,2760824.67,681,0,0,Healthy (> Reorder Point),34.20813909588409,13.125531287787107,1.5714285714285714,53.755647150675,681,-547.244352849325,LOW,38.50233084939089,HIGH,HIGH,MARKDOWN / CLEAR,40
2024-07-01,SKU004,322,651,10,133,339,400207.36,973,1,0,Reorder Needed (<= Reorder Point),27.974245966626015,11.510587287469844,1.4285714285714286,39.96320852375145,973,-800.0367914762485,LOW,-13.690951599512175,LOW,LOW,REORDER SOON,0
2024-07-01,SKU005,488,846,12,152,446,3627025.84,1334,0,0,Healthy (> Reorder Point),101.36967098364632,4.814063173577112,1.7142857142857142,173.77657882910796,1334,-1008.223421170892,LOW,-728.4360518037558,LOW,LOW,HEALTHY,0
2024-07-01,SKU006,500,325,3,111,173,3313200.0,825,0,0,Healthy (> Reorder Point),37.22048017150538,13.43346452533897,0.42857142857142855,15.951634359216591,825,-698.0483656407835,LOW,53.35423794193548,HIGH,HIGH,MARKDOWN / CLEAR,40
2024-07-01,SKU007,513,412,7,113,268,2333139.39,925,0,0,Healthy (> Reorder Point),148.4626504518179,3.455414533142052,1.0,148.4626504518179,925,-663.5373495481821,LOW,-1268.5518054218146,LOW,LOW,HEALTHY,0
2024-07-01,SKU008,307,127,4,132,251,2045890.98,434,0,0,Healthy (> Reorder Point),97.15146048182743,3.1600142548286816,0.5714285714285714,55.515120275329956,434,-246.48487972467004,LOW,-858.8175257819291,LOW,LOW,HEALTHY,0
2024-07-01,SKU009,232,211,3,71,106,695438.56,443,0,0,Healthy (> Reorder Point),61.66929685639556,3.762001706298681,0.42857142857142855,26.429698652740953,443,-345.57030134725903,LOW,-508.03156227674674,LOW,LOW,HEALTHY,0
2024-07-01,SKU010,131,31,5,14,36,939491.39,162,0,0,Healthy (> Reorder Point),99.10270304793268,1.3218610186307396,0.7142857142857143,70.78764503423763,162,-77.21235496576237,LOW,-1058.2324365751922,LOW,LOW,HEALTHY,0
2024-07-01,SKU011,946,45,7,137,357,3658267.14,991,0,0,Healthy (> Reorder Point),18.21293984749243,51.941092867017076,1.0,18.21293984749243,991,-835.7870601525076,LOW,727.4447218300909,HIGH,HIGH,MARKDOWN / CLEAR,40
2024-07-01,SKU012,151,18,6,23,49,218306.74,169,0,0,Healthy (> Reorder Point),152.60360509957462,0.98949169583164,0.8571428571428571,130.80309008534968,169,-15.19690991465032,LOW,-1680.2432611948955,LOW,LOW,HEALTHY,0
2024-07-01,SKU013,141,117,13,54,186,1092496.2,258,1,0,Reorder Needed (<= Reorder Point),82.29389569333014,1.7133713115908298,1.8571428571428572,152.83152057332742,258,-51.168479426672576,LOW,-846.5267483199617,LOW,LOW,REORDER SOON,0
2024-07-01,SKU014,636,321,7,160,307,1984994.16,957,0,0,Healthy (> Reorder Point),126.68761064142299,5.020222551991578,1.0,126.68761064142299,957,-670.312389358577,LOW,-884.2513276970758,LOW,LOW,HEALTHY,0
2024-07-01,SKU015,709,2,9,96,313,891135.01,711,0,0,Healthy (> Reorder Point),21.863857921842072,32.427945815166794,1.2857142857142858,28.11067447093981,711,-586.8893255290602,LOW,446.6337049378951,HIGH,HIGH,MARKDOWN / CLEAR,40
2024-07-01,SKU016,229,294,11,77,218,459957.95,523,0,0,Healthy (> Reorder Point),81.77833745970412,2.800252574379354,1.5714285714285714,128.50881600810646,523,-317.49118399189354,LOW,-752.3400495164494,LOW,LOW,HEALTHY,0
2024-07-01,SKU017,205,120,7,85,199,1374168.3,325,0,0,Healthy (> Reorder Point),83.9279095755806,2.4425724533909534,1.0,83.9279095755806,325,-156.0720904244194,LOW,-802.1349149069672,LOW,LOW,HEALTHY,0
2024-07-01,SKU018,476,156,8,93,260,1271319.84,632,0,0,Healthy (> Reorder Point),149.6531105639159,3.180688982717158,1.1428571428571428,171.03212635876102,632,-367.96787364123895,LOW,-1319.8373267669908,LOW,LOW,HEALTHY,0
2024-07-01,SKU019,120,28,9,32,120,390355.2,148,1,0,Reorder Needed (<= Reorder Point),95.61862243779252,1.2549856601214842,1.2857142857142858,122.9382288485904,148,6.9382288485903985,HIGH,-1027.4234692535103,LOW,HIGH,REORDER NOW,60
2024-07-01,SKU020,658,732,10,346,807,3644885.72,1390,1,0,Reorder Needed (<= Reorder Point),84.59106805499508,7.778599030954608,1.4285714285714286,120.84438293570726,1390,-923.1556170642928,LOW,-357.0928166599409,LOW,LOW,REORDER SOON,0
2024-07-01,SKU021,262,102,12,27,121,80449.72,364,0,0,Healthy (> Reorder Point),50.40102463578332,5.198307016440839,1.7142857142857142,86.4017565184857,364,-250.59824348151432,LOW,-342.81229562939984,LOW,LOW,HEALTHY,0
2024-07-01,SKU022,486,26,8,90,202,2625658.74,512,0,0,Healthy (> Reorder Point),58.31515299485604,8.33402597851145,1.1428571428571428,66.64588913697833,512,-355.3541108630217,LOW,-213.78183593827248,LOW,LOW,HEALTHY,0
2024-07-01,SKU023,251,157,4,86,132,955456.6,408,0,0,Healthy (> Reorder Point),87.54378131244553,2.8671368341307524,0.5714285714285714,50.025017892826014,408,-271.974982107174,LOW,-799.5253757493465,LOW,LOW,HEALTHY,0
2024-07-01,SKU024,332,12,8,117,266,442698.76,344,0,0,Healthy (> Reorder Point),76.4636135364613,4.341934478962172,1.1428571428571428,87.3869868988129,344,-139.6130131011871,LOW,-585.5633624375355,LOW,LOW,HEALTHY,0
2024-07-01,SKU025,1339,717,9,199,571,5223439.0,2056,0,0,Healthy (> Reorder Point),18.585355361227894,72.04597243232563,1.2857142857142858,23.895456893007292,2056,-1833.1045431069927,LOW,1115.9757356652653,HIGH,HIGH,MARKDOWN / CLEAR,40
2024-07-01,SKU026,220,75,8,41,101,1359322.8,295,0,0,Healthy (> Reorder Point),133.0415205457043,1.6536191040031185,1.1428571428571428,152.04745205223347,295,-101.95254794776653,LOW,-1376.4982465484513,LOW,LOW,HEALTHY,0
2024-07-01,SKU027,519,230,5,153,259,2379023.34,749,0,0,Healthy (> Reorder Point),145.90675541794133,3.557066281909669,0.7142857142857143,104.21911101281523,749,-491.78088898718477,LOW,-1231.881065015296,LOW,LOW,HEALTHY,0
2024-07-01,SKU028,248,741,13,153,484,121232.32,989,1,0,Reorder Needed (<= Reorder Point),31.106388794354906,7.97263872831829,1.8571428571428572,57.76900776094483,989,-778.2309922390552,LOW,-125.2766655322589,LOW,LOW,REORDER SOON,0
2024-07-01,SKU029,1041,413,6,216,414,3556160.1,1454,0,0,Healthy (> Reorder Point),92.13179246289059,11.299031226590978,0.8571428571428571,78.97010782533478,1454,-1159.0298921746653,LOW,-64.58150955468705,LOW,LOW,HEALTHY,0
2024-07-01,SKU030,292,138,6,63,120,602404.76,430,0,0,Healthy (> Reorder Point),29.57372506362793,9.873629357538201,0.8571428571428571,25.348907197395366,430,-341.65109280260464,LOW,-62.884700763535136,LOW,LOW,HEALTHY,0
2024-07-01,SKU031,178,70,14,42,156,449512.3,248,0,0,Healthy (> Reorder Point),112.061080321504,1.5884194538310428,2.0,224.122160643008,248,18.122160643007987,HIGH,-1166.732963858048,LOW,HIGH,REORDER NOW,60
2024-07-01,SKU032,311,92,13,49,216,1420337.0,403,0,0,Healthy (> Reorder Point),54.992586929301225,5.655307694468408,1.8571428571428572,102.12909001155943,403,-251.8709099884406,LOW,-348.91104315161465,LOW,LOW,HEALTHY,0
2024-07-01,SKU033,307,136,10,94,233,1043646.5,443,0,0,Healthy (> Reorder Point),102.66265597604806,2.9903765598235186,1.4285714285714286,146.6609371086401,443,-202.3390628913599,LOW,-924.9518717125766,LOW,LOW,HEALTHY,0
2024-07-01,SKU034,171,238,13,49,139,264030.84,409,0,0,Healthy (> Reorder Point),118.43921646150007,1.4437785482613807,1.8571428571428572,219.95854485707156,409,-140.04145514292844,LOW,-1250.2705975380009,LOW,LOW,HEALTHY,0
2024-07-01,SKU035,567,216,3,102,182,3315974.76,783,0,0,Healthy (> Reorder Point),125.03438379015351,4.534752624138988,0.42857142857142855,53.58616448149436,783,-627.4138355185056,LOW,-933.4126054818421,LOW,LOW,HEALTHY,0
2024-07-01,SKU036,166,599,9,133,334,248976.76,765,1,0,Reorder Needed (<= Reorder Point),28.401220974970112,5.844819141624058,1.2857142857142858,36.51585553924729,765,-595.4841444607528,LOW,-174.81465169964133,LOW,LOW,REORDER SOON,0
2024-07-01,SKU037,1844,510,13,251,951,10412109.12,2354,0,0,Healthy (> Reorder Point),148.2476501285819,12.438645728283822,1.8571428571428572,275.31706452450925,2354,-1827.6829354754907,LOW,65.02819845701697,HIGH,HIGH,MARKDOWN / CLEAR,40
2024-07-01,SKU038,236,82,9,52,164,755886.76,318,0,0,Healthy (> Reorder Point),46.60615974096913,5.06370834481229,1.2857142857142858,59.92220538124603,318,-206.07779461875396,LOW,-323.2739168916296,LOW,LOW,HEALTHY,0
2024-07-01,SKU039,91,63,5,53,87,277918.55,154,0,0,Healthy (> Reorder Point),18.63885467149666,4.882274238618381,0.7142857142857143,13.313467622497614,154,-87.68653237750239,LOW,-132.6662560579599,LOW,LOW,HEALTHY,0
2024-07-01,SKU040,175,90,3,29,53,203796.25,265,0,0,Healthy (> Reorder Point),90.19968398617831,1.9401398349335237,0.42857142857142855,38.657007422647844,265,-197.34299257735216,LOW,-907.3962078341397,LOW,LOW,HEALTHY,0
2024-07-01,SKU041,746,322,12,149,413,4231856.58,1068,0,0,Healthy (> Reorder Point),64.96817258818683,11.482545533928796,1.7142857142857142,111.37401015117742,1068,-807.6259898488227,LOW,-33.61807105824198,LOW,LOW,HEALTHY,0
2024-07-01,SKU042,123,197,14,63,185,954617.76,320,1,0,Reorder Needed (<= Reorder Point),136.1102257325676,0.9036793476610135,2.0,272.2204514651352,320,15.220451465135227,HIGH,-1510.3227087908112,LOW,HIGH,REORDER NOW,60
2024-07-01,SKU043,873,729,13,117,454,3258516.15,1602,0,0,Healthy (> Reorder Point),130.258832688137,6.702040713738918,1.8571428571428572,241.90926070654015,1602,-1243.0907392934598,LOW,-690.1059922576442,LOW,LOW,HEALTHY,0
2024-07-01,SKU044,60,26,3,45,74,59821.8,86,1,0,Reorder Needed (<= Reorder Point),53.04250247248853,1.131168349968407,0.42857142857142855,22.73250105963794,86,-18.26749894036206,LOW,-576.5100296698623,LOW,LOW,REORDER SOON,0
2024-07-01,SKU045,149,349,12,56,259,270929.68,498,1,0,Reorder Needed (<= Reorder Point),147.55999314681097,1.0097587891031978,1.7142857142857142,252.95998825167592,498,-189.0400117483241,LOW,-1621.7199177617317,LOW,LOW,REORDER SOON,0
2024-07-01,SKU046,372,398,12,98,281,1762889.4,770,0,0,Healthy (> Reorder Point),54.18980348712668,6.864760085139859,1.7142857142857142,92.89680597793145,770,-579.1031940220686,LOW,-278.2776418455202,LOW,LOW,HEALTHY,0
2024-07-01,SKU047,95,160,8,43,105,582210.35,255,1,0,Reorder Needed (<= Reorder Point),88.06846728987554,1.078706180809409,1.1428571428571428,100.6496769027149,255,-111.3503230972851,LOW,-961.8216074785064,LOW,LOW,REORDER SOON,0
2024-07-01,SKU048,32,141,10,29,74,115159.04,173,1,0,Reorder Needed (<= Reorder Point),52.66637908493151,0.6075982544460814,1.4285714285714286,75.23768440704502,173,-68.76231559295498,LOW,-599.9965490191781,LOW,LOW,REORDER SOON,0
2024-07-01,SKU049,856,822,7,293,552,4525081.36,1678,0,0,Healthy (> Reorder Point),147.86670983735698,5.788997408149137,1.0,147.86670983735698,1678,-1237.1332901626429,LOW,-918.4005180482836,LOW,LOW,HEALTHY,0
2024-07-01,SKU050,440,147,12,152,400,1527904.4,587,0,0,Healthy (> Reorder Point),35.23463894720143,12.487711330300085,1.7142857142857142,60.40223819520245,587,-374.5977618047975,LOW,17.184332633582812,HIGH,HIGH,MARKDOWN / CLEAR,40
2024-08-01,SKU001,208,776,11,131,499,759472.48,984,1,0,Reorder Needed (<= Reorder Point),84.35095557248381,2.46588789170578,1.5714285714285714,132.55150161390313,984,-720.4484983860968,LOW,-804.2114668698057,LOW,LOW,REORDER SOON,0
2024-08-01,SKU002,283,360,10,91,299,1600251.8,643,1,0,Reorder Needed (<= Reorder Point),60.610605206310034,4.669149879574829,1.4285714285714286,86.5865788661572,643,-465.4134211338428,LOW,-444.32726247572043,LOW,LOW,REORDER SOON,0
2024-08-01,SKU003,244,130,12,46,183,1500314.52,374,0,0,Healthy (> Reorder Point),34.20813909588409,7.13280542142551,1.7142857142857142,58.64252416437273,374,-269.35747583562727,LOW,-166.4976691506091,LOW,LOW,HEALTHY,0
2024-08-01,SKU004,129,113,10,85,272,160331.52,242,1,0,Reorder Needed (<= Reorder Point),27.974245966626015,4.611384348085745,1.4285714285714286,39.96320852375145,242,-117.03679147624855,LOW,-206.69095159951218,LOW,LOW,REORDER SOON,0
2024-08-01,SKU005,592,164,4,80,164,4399998.56,756,0,0,Healthy (> Reorder Point),101.36967098364632,5.840011063027971,0.5714285714285714,57.92552627636932,756,-618.0744737236307,LOW,-624.4360518037558,LOW,LOW,HEALTHY,0
2024-08-01,SKU006,453,205,14,73,304,3001759.2,658,0,0,Healthy (> Reorder Point),37.22048017150538,12.170718859957105,2.0,74.44096034301076,658,-510.5590396569892,LOW,6.35423794193548,HIGH,HIGH,MARKDOWN / CLEAR,40
2024-08-01,SKU007,527,99,10,148,339,2396811.81,626,0,0,Healthy (> Reorder Point),148.4626504518179,3.549714344962693,1.4285714285714286,212.08950064545414,626,-265.9104993545459,LOW,-1254.5518054218146,LOW,LOW,HEALTHY,0
2024-08-01,SKU008,700,612,14,123,498,4664898.0,1312,0,0,Healthy (> Reorder Point),97.15146048182743,7.205244229251066,2.0,194.30292096365486,1312,-994.6970790363451,LOW,-465.81752578192913,LOW,LOW,HEALTHY,0
2024-08-01,SKU009,233,128,11,64,188,698436.14,361,0,0,Healthy (> Reorder Point),61.66929685639556,3.7782172308947963,1.5714285714285714,96.90889506005017,361,-200.09110493994984,LOW,-507.03156227674674,LOW,LOW,HEALTHY,0
2024-08-01,SKU010,103,75,8,12,40,738684.07,178,0,0,Healthy (> Reorder Point),99.10270304793268,1.0393258390760778,1.1428571428571428,113.2602320547802,178,-52.739767945219796,LOW,-1086.2324365751922,LOW,LOW,HEALTHY,0
2024-08-01,SKU011,863,544,7,165,342,3337298.67,1407,0,0,Healthy (> Reorder Point),18.21293984749243,47.38389338714137,1.0,18.21293984749243,1407,-1223.7870601525076,LOW,644.4447218300909,HIGH,HIGH,MARKDOWN / CLEAR,40
2024-08-01,SKU012,30,43,13,21,61,43372.2,73,1,0,Reorder Needed (<= Reorder Point),152.60360509957462,0.19658775413873641,1.8571428571428572,283.40669518492433,73,231.40669518492433,HIGH,-1801.2432611948955,LOW,HIGH,REORDER NOW,60
2024-08-01,SKU013,281,305,14,65,193,2177244.2,586,0,0,Healthy (> Reorder Point),82.29389569333014,3.4145910535959088,2.0,164.58779138666029,586,-356.4122086133397,LOW,-706.5267483199617,LOW,LOW,HEALTHY,0
2024-08-01,SKU014,435,351,8,101,245,1357661.1,786,0,0,Healthy (> Reorder Point),126.68761064142299,3.4336427832017873,1.1428571428571428,144.78584073305484,786,-540.2141592669452,LOW,-1085.2513276970758,LOW,LOW,HEALTHY,0
2024-08-01,SKU015,322,412,10,82,258,404718.58,734,0,0,Healthy (> Reorder Point),21.863857921842072,14.727501484462211,1.4285714285714286,31.234082745488674,734,-620.7659172545114,LOW,59.63370493789512,HIGH,HIGH,MARKDOWN / CLEAR,40
2024-08-01,SKU016,79,92,11,58,170,158675.45,171,1,0,Reorder Needed (<= Reorder Point),81.77833745970412,0.9660259972749735,1.5714285714285714,128.50881600810646,171,15.508816008106464,HIGH,-902.3400495164494,LOW,HIGH,REORDER NOW,60
2024-08-01,SKU017,70,227,4,83,134,469228.2,297,1,1,Critical (<= Safety Stock),83.9279095755806,0.8340491304261792,0.5714285714285714,47.95880547176034,297,-166.04119452823966,LOW,-937.1349149069672,LOW,LOW,REORDER SOON,0
2024-08-01,SKU018,346,526,13,116,353,924110.64,872,1,0,Reorder Needed (<= Reorder Point),149.6531105639159,2.312013420210371,1.8571428571428572,277.92720533298666,872,-478.07279466701334,LOW,-1449.8373267669908,LOW,LOW,REORDER SOON,0
2024-08-01,SKU019,39,5,10,24,96,126865.44,44,1,0,Reorder Needed (<= Reorder Point),95.61862243779252,0.4078703395394823,1.4285714285714286,136.59803205398933,44,116.59803205398933,HIGH,-1108.4234692535103,LOW,HIGH,REORDER NOW,60
2024-08-01,SKU020,565,30,11,268,656,3129727.1,595,1,0,Reorder Needed (<= Reorder Point),84.59106805499508,6.679192177035492,1.5714285714285714,132.928821229278,595,-194.07117877072199,LOW,-450.0928166599409,LOW,LOW,REORDER SOON,0
2024-08-01,SKU021,191,58,9,27,81,58648.46,249,0,0,Healthy (> Reorder Point),50.40102463578332,3.789605496718321,1.2857142857142858,64.80131738886428,249,-157.19868261113572,LOW,-413.81229562939984,LOW,LOW,HEALTHY,0
2024-08-01,SKU022,199,177,4,88,137,1075115.41,376,0,0,Healthy (> Reorder Point),58.31515299485604,3.4124921187732067,0.5714285714285714,33.32294456848916,376,-254.67705543151084,LOW,-500.7818359382725,LOW,LOW,HEALTHY,0
2024-08-01,SKU023,272,223,13,48,167,1035395.2,495,0,0,Healthy (> Reorder Point),87.54378131244553,3.1070168083010543,1.8571428571428572,162.58130815168457,495,-284.41869184831546,LOW,-778.5253757493465,LOW,LOW,HEALTHY,0
2024-08-01,SKU024,253,350,14,77,282,337357.79,603,1,0,Reorder Needed (<= Reorder Point),76.4636135364613,3.3087633228235833,2.0,152.9272270729226,603,-373.0727729270774,LOW,-664.5633624375355,LOW,LOW,REORDER SOON,0
2024-08-01,SKU025,483,277,11,227,624,1884183.0,760,1,0,Reorder Needed (<= Reorder Point),18.585355361227894,25.988203648105507,1.5714285714285714,29.20555842478669,760,-503.7944415752133,LOW,259.9757356652653,HIGH,HIGH,REORDER SOON,40
2024-08-01,SKU026,164,72,10,30,84,1013313.36,236,0,0,Healthy (> Reorder Point),133.0415205457043,1.2326978775295974,1.4285714285714286,190.05931506529186,236,-15.940684934708145,LOW,-1432.4982465484513,LOW,LOW,HEALTHY,0
2024-08-01,SKU027,579,183,5,127,213,2654054.94,762,0,0,Healthy (> Reorder Point),145.90675541794133,3.9682878173905554,0.7142857142857143,104.21911101281523,762,-530.7808889871848,LOW,-1171.881065015296,LOW,LOW,HEALTHY,0
2024-08-01,SKU028,361,54,3,110,172,176471.24,415,0,0,Healthy (> Reorder Point),31.106388794354906,11.60533298759235,0.42857142857142855,13.331309483294959,415,-291.66869051670506,LOW,-12.276665532258903,LOW,LOW,HEALTHY,0
2024-08-01,SKU029,631,27,12,159,507,2155559.1,658,0,0,Healthy (> Reorder Point),92.13179246289059,6.848884441862542,1.7142857142857142,157.94021565066956,658,-341.05978434933047,LOW,-474.58150955468705,LOW,LOW,HEALTHY,0
2024-08-01,SKU030,200,146,7,41,86,412606.0,346,0,0,Healthy (> Reorder Point),29.57372506362793,6.762759833930274,1.0,29.57372506362793,346,-275.42627493637207,LOW,-154.88470076353514,LOW,LOW,HEALTHY,0
2024-08-01,SKU031,183,236,12,44,133,462139.05,419,0,0,Healthy (> Reorder Point),112.061080321504,1.633037977815061,1.7142857142857142,192.10470912257827,419,-182.89529087742173,LOW,-1161.732963858048,LOW,LOW,HEALTHY,0
2024-08-01,SKU032,385,206,10,61,177,1758295.0,591,0,0,Healthy (> Reorder Point),54.992586929301225,7.000943608907836,1.4285714285714286,78.56083847043033,591,-451.4391615295697,LOW,-274.91104315161465,LOW,LOW,HEALTHY,0
2024-08-01,SKU033,128,181,3,90,126,435136.0,309,0,0,Healthy (> Reorder Point),102.66265597604806,1.2468019532814671,0.42857142857142855,43.99828113259202,309,-175.001718867408,LOW,-1103.9518717125766,LOW,LOW,HEALTHY,0
2024-08-01,SKU034,206,6,5,24,54,318072.24,212,0,0,Healthy (> Reorder Point),118.43921646150007,1.7392887774376868,0.7142857142857143,84.5994403296429,212,-103.4005596703571,LOW,-1215.2705975380009,LOW,LOW,HEALTHY,0
