Date,SKU,Units_Sold,Revenue,Price,Promotion,Year,Month,Day,Day_of_Week,Is_Weekend,ISO_Week,Year_Week,Calculated_Revenue,Is_Zero_Sales
2024-07-11,SKU015,2,12424.24,6212.12,0,2024,7,11,Thursday,0,28,2024-W28,12424.24,0
2024-07-11,SKU016,14,30335.48,2166.82,0,2024,7,11,Thursday,0,28,2024-W28,30335.480000000003,0
2024-07-11,SKU017,17,144114.44,8477.32,0,2024,7,11,Thursday,0,28,2024-W28,144114.44,0
2024-07-11,SKU018,23,128234.43,5575.41,0,2024,7,11,Thursday,0,28,2024-W28,128234.43,0
2024-07-11,SKU019,17,81937.45,4819.85,0,2024,7,11,Thursday,0,28,2024-W28,81937.45000000001,0
2024-07-11,SKU020,17,66258.18,3897.54,0,2024,7,11,Thursday,0,28,2024-W28,66258.18,0
2024-07-11,SKU021,10,77112.8,7711.28,0,2024,7,11,Thursday,0,28,2024-W28,77112.8,0
2024-07-11,SKU022,14,64358.42,4597.03,0,2024,7,11,Thursday,0,28,2024-W28,64358.42,0
2024-07-11,SKU023,7,9917.18,1416.74,0,2024,7,11,Thursday,0,28,2024-W28,9917.18,0
2024-07-11,SKU024,11,19457.57,1768.87,0,2024,7,11,Thursday,0,28,2024-W28,19457.57,0
2024-07-11,SKU025,2,23116.02,11558.01,0,2024,7,11,Thursday,0,28,2024-W28,23116.02,0
2024-07-11,SKU026,26,284428.04,10939.54,0,2024,7,11,Thursday,0,28,2024-W28,284428.04000000004,0
2024-07-11,SKU027,21,178848.6,8516.6,0,2024,7,11,Thursday,0,28,2024-W28,178848.6,0
2024-07-11,SKU028,6,20904.54,3484.09,0,2024,7,11,Thursday,0,28,2024-W28,20904.54,0
2024-07-11,SKU029,16,186279.2,11642.45,0,2024,7,11,Thursday,0,28,2024-W28,186279.2,0
2024-07-11,SKU030,4,37734.04,9433.51,0,2024,7,11,Thursday,0,28,2024-W28,37734.04,0
2024-07-11,SKU031,24,209182.32,8715.93,0,2024,7,11,Thursday,0,28,2024-W28,209182.32,0
2024-07-11,SKU032,12,67351.08,5612.59,0,2024,7,11,Thursday,0,28,2024-W28,67351.08,0
2024-07-11,SKU033,20,71160.0,3558.0,0,2024,7,11,Thursday,0,28,2024-W28,71160.0,0
2024-07-11,SKU034,13,19735.82,1518.14,0,2024,7,11,Thursday,0,28,2024-W28,19735.82,0
2024-07-11,SKU035,18,195663.42,10870.19,0,2024,7,11,Thursday,0,28,2024-W28,195663.42,0
2024-07-11,SKU036,4,22748.0,5687.0,0,2024,7,11,Thursday,0,28,2024-W28,22748.0,0
2024-07-11,SKU037,27,74180.34,2747.42,0,2024,7,11,Thursday,0,28,2024-W28,74180.34,0
2024-07-11,SKU038,10,39491.0,3949.1,0,2024,7,11,Thursday,0,28,2024-W28,39491.0,0
2024-07-11,SKU039,6,42713.7,7118.95,0,2024,7,11,Thursday,0,28,2024-W28,42713.7,0
2024-07-11,SKU040,13,31857.28,2450.56,0,2024,7,11,Thursday,0,28,2024-W28,31857.28,0
2024-07-11,SKU041,5,51683.65,10336.73,0,2024,7,11,Thursday,0,28,2024-W28,51683.649999999994,0
2024-07-11,SKU042,17,156380.11,9198.83,0,2024,7,11,Thursday,0,28,2024-W28,156380.11,0
2024-07-11,SKU043,27,236135.79,8745.77,0,2024,7,11,Thursday,0,28,2024-W28,236135.79,0
2024-07-11,SKU044,7,37885.96,5412.28,0,2024,7,11,Thursday,0,28,2024-W28,37885.96,0
2024-07-11,SKU045,18,138182.04,7676.78,0,2024,7,11,Thursday,0,28,2024-W28,138182.04,0
2024-07-11,SKU046,6,43053.24,7175.54,0,2024,7,11,Thursday,0,28,2024-W28,43053.24,0
2024-07-11,SKU047,14,111135.08,7938.22,0,2024,7,11,Thursday,0,28,2024-W28,111135.08,0
2024-07-11,SKU048,8,11036.4,1379.55,0,2024,7,11,Thursday,0,28,2024-W28,11036.4,0
2024-07-11,SKU049,19,99244.03,5223.37,0,2024,7,11,Thursday,0,28,2024-W28,99244.03,0
2024-07-11,SKU050,3,2648.16,882.72,0,2024,7,11,Thursday,0,28,2024-W28,2648.16,0
2024-07-12,SKU001,14,51296.7,3664.05,0,2024,7,12,Friday,0,28,2024-W28,51296.700000000004,0
2024-07-12,SKU002,11,41862.59,3805.69,0,2024,7,12,Friday,0,28,2024-W28,41862.590000000004,0
2024-07-12,SKU003,6,48469.38,8078.23,0,2024,7,12,Friday,0,28,2024-W28,48469.38,0
2024-07-12,SKU004,5,34307.85,6861.57,0,2024,7,12,Friday,0,28,2024-W28,34307.85,0
2024-07-12,SKU005,16,151891.52,9493.22,0,2024,7,12,Friday,0,28,2024-W28,151891.52,0
2024-07-12,SKU006,4,32424.16,8106.04,0,2024,7,12,Friday,0,28,2024-W28,32424.16,0
2024-07-12,SKU007,16,81825.44,5114.09,0,2024,7,12,Friday,0,28,2024-W28,81825.44,0
2024-07-12,SKU008,20,196852.8,9842.64,0,2024,7,12,Friday,0,28,2024-W28,196852.8,0
2024-07-12,SKU009,7,16358.23,2336.89,0,2024,7,12,Friday,0,28,2024-W28,16358.23,0
2024-07-12,SKU010,17,11278.82,663.46,0,2024,7,12,Friday,0,28,2024-W28,11278.82,0
2024-07-12,SKU011,2,2889.12,1444.56,0,2024,7,12,Friday,0,28,2024-W28,2889.12,0
2024-07-12,SKU012,26,228263.62,8779.37,0,2024,7,12,Friday,0,28,2024-W28,228263.62000000002,0
2024-07-12,SKU013,16,92124.48,5757.78,0,2024,7,12,Friday,0,28,2024-W28,92124.48,0
2024-07-12,SKU014,23,52227.25,2270.75,0,2024,7,12,Friday,0,28,2024-W28,52227.25,0
2024-07-12,SKU015,8,49696.96,6212.12,0,2024,7,12,Friday,0,28,2024-W28,49696.96,0
2024-07-12,SKU016,10,21668.2,2166.82,0,2024,7,12,Friday,0,28,2024-W28,21668.2,0
2024-07-12,SKU017,15,127159.8,8477.32,0,2024,7,12,Friday,0,28,2024-W28,127159.79999999999,0
2024-07-12,SKU018,24,133809.84,5575.41,0,2024,7,12,Friday,0,28,2024-W28,133809.84,0
2024-07-12,SKU019,20,96397.0,4819.85,0,2024,7,12,Friday,0,28,2024-W28,96397.0,0
2024-07-12,SKU020,13,50668.02,3897.54,0,2024,7,12,Friday,0,28,2024-W28,50668.02,0
2024-07-12,SKU021,8,61690.24,7711.28,0,2024,7,12,Friday,0,28,2024-W28,61690.24,0
2024-07-12,SKU022,6,27582.18,4597.03,0,2024,7,12,Friday,0,28,2024-W28,27582.18,0
2024-07-12,SKU023,13,18417.62,1416.74,0,2024,7,12,Friday,0,28,2024-W28,18417.62,0
2024-07-12,SKU024,17,30070.79,1768.87,0,2024,7,12,Friday,0,28,2024-W28,30070.789999999997,0
2024-07-12,SKU025,2,23116.02,11558.01,0,2024,7,12,Friday,0,28,2024-W28,23116.02,0
2024-07-12,SKU026,13,142214.02,10939.54,0,2024,7,12,Friday,0,28,2024-W28,142214.02000000002,0
2024-07-12,SKU027,17,144782.2,8516.6,0,2024,7,12,Friday,0,28,2024-W28,144782.2,0
2024-07-12,SKU028,3,10452.27,3484.09,0,2024,7,12,Friday,0,28,2024-W28,10452.27,0
2024-07-12,SKU029,14,162994.3,11642.45,0,2024,7,12,Friday,0,28,2024-W28,162994.30000000002,0
2024-07-12,SKU030,2,18867.02,9433.51,0,2024,7,12,Friday,0,28,2024-W28,18867.02,0
2024-07-12,SKU031,18,156886.74,8715.93,0,2024,7,12,Friday,0,28,2024-W28,156886.74,0
2024-07-12,SKU032,15,84188.85,5612.59,0,2024,7,12,Friday,0,28,2024-W28,84188.85,0
2024-07-12,SKU033,17,60486.0,3558.0,0,2024,7,12,Friday,0,28,2024-W28,60486.0,0
2024-07-12,SKU034,23,34917.22,1518.14,0,2024,7,12,Friday,0,28,2024-W28,34917.22,0
2024-07-12,SKU035,22,239144.18,10870.19,0,2024,7,12,Friday,0,28,2024-W28,239144.18000000002,0
2024-07-12,SKU036,2,11374.0,5687.0,0,2024,7,12,Friday,0,28,2024-W28,11374.0,0
2024-07-12,SKU037,25,68685.5,2747.42,0,2024,7,12,Friday,0,28,2024-W28,68685.5,0
2024-07-12,SKU038,6,23694.6,3949.1,0,2024,7,12,Friday,0,28,2024-W28,23694.6,0
2024-07-12,SKU039,1,7118.95,7118.95,0,2024,7,12,Friday,0,28,2024-W28,7118.95,0
2024-07-12,SKU040,18,44110.08,2450.56,0,2024,7,12,Friday,0,28,2024-W28,44110.08,0
2024-07-12,SKU041,10,103367.3,10336.73,0,2024,7,12,Friday,0,28,2024-W28,103367.29999999999,0
2024-07-12,SKU042,25,229970.75,9198.83,0,2024,7,12,Friday,0,28,2024-W28,229970.75,0
2024-07-12,SKU043,20,174915.4,8745.77,0,2024,7,12,Friday,0,28,2024-W28,174915.40000000002,0
2024-07-12,SKU044,9,48710.52,5412.28,0,2024,7,12,Friday,0,28,2024-W28,48710.52,0
2024-07-12,SKU045,22,168889.16,7676.78,0,2024,7,12,Friday,0,28,2024-W28,168889.16,0
2024-07-12,SKU046,8,57404.32,7175.54,0,2024,7,12,Friday,0,28,2024-W28,57404.32,0
2024-07-12,SKU047,13,103196.86,7938.22,0,2024,7,12,Friday,0,28,2024-W28,103196.86,0
2024-07-12,SKU048,11,15175.05,1379.55,0,2024,7,12,Friday,0,28,2024-W28,15175.05,0
2024-07-12,SKU049,16,83573.92,5223.37,0,2024,7,12,Friday,0,28,2024-W28,83573.92,0
2024-07-12,SKU050,3,2648.16,882.72,0,2024,7,12,Friday,0,28,2024-W28,2648.16,0
2024-07-13,SKU001,14,51296.7,3664.05,0,2024,7,13,Saturday,1,28,2024-W28,51296.700000000004,0
2024-07-13,SKU002,9,34251.21,3805.69,0,2024,7,13,Saturday,1,28,2024-W28,34251.21,0
2024-07-13,SKU003,9,72704.07,8078.23,0,2024,7,13,Saturday,1,28,2024-W28,72704.06999999999,0
2024-07-13,SKU004,3,20584.71,6861.57,0,2024,7,13,Saturday,1,28,2024-W28,20584.71,0
2024-07-13,SKU005,19,180371.18,9493.22,0,2024,7,13,Saturday,1,28,2024-W28,180371.18,0
2024-07-13,SKU006,8,64848.32,8106.04,0,2024,7,13,Saturday,1,28,2024-W28,64848.32,0
2024-07-13,SKU007,37,189221.33,5114.09,0,2024,7,13,Saturday,1,28,2024-W28,189221.33000000002,0
2024-07-13,SKU008,14,137796.96,9842.64,0,2024,7,13,Saturday,1,28,2024-W28,137796.96,0
2024-07-13,SKU009,13,30379.57,2336.89,0,2024,7,13,Saturday,1,28,2024-W28,30379.57,0
2024-07-13,SKU010,12,7961.52,663.46,0,2024,7,13,Saturday,1,28,2024-W28,7961.52,0
2024-07-13,SKU011,5,7222.8,1444.56,0,2024,7,13,Saturday,1,28,2024-W28,7222.799999999999,0
2024-07-13,SKU012,25,219484.25,8779.37,0,2024,7,13,Saturday,1,28,2024-W28,219484.25000000003,0
2024-07-13,SKU013,11,63335.58,5757.78,0,2024,7,13,Saturday,1,28,2024-W28,63335.579999999994,0
2024-07-13,SKU014,28,63581.0,2270.75,0,2024,7,13,Saturday,1,28,2024-W28,63581.0,0
2024-07-13,SKU015,2,12424.24,6212.12,0,2024,7,13,Saturday,1,28,2024-W28,12424.24,0
2024-07-13,SKU016,18,39002.76,2166.82,0,2024,7,13,Saturday,1,28,2024-W28,39002.76,0
2024-07-13,SKU017,24,203455.68,8477.32,0,2024,7,13,Saturday,1,28,2024-W28,203455.68,0
2024-07-13,SKU018,33,183988.53,5575.41,0,2024,7,13,Saturday,1,28,2024-W28,183988.53,0
2024-07-13,SKU019,11,53018.35,4819.85,0,2024,7,13,Saturday,1,28,2024-W28,53018.350000000006,0
2024-07-13,SKU020,15,58463.1,3897.54,0,2024,7,13,Saturday,1,28,2024-W28,58463.1,0
2024-07-13,SKU021,10,77112.8,7711.28,0,2024,7,13,Saturday,1,28,2024-W28,77112.8,0
2024-07-13,SKU022,14,64358.42,4597.03,0,2024,7,13,Saturday,1,28,2024-W28,64358.42,0
2024-07-13,SKU023,11,15584.14,1416.74,0,2024,7,13,Saturday,1,28,2024-W28,15584.14,0
2024-07-13,SKU024,16,28301.92,1768.87,0,2024,7,13,Saturday,1,28,2024-W28,28301.92,0
2024-07-13,SKU025,0,0.0,11558.01,0,2024,7,13,Saturday,1,28,2024-W28,0.0,1
2024-07-13,SKU026,32,350065.28,10939.54,0,2024,7,13,Saturday,1,28,2024-W28,350065.28,0
2024-07-13,SKU027,26,221431.6,8516.6,0,2024,7,13,Saturday,1,28,2024-W28,221431.6,0
2024-07-13,SKU028,4,13936.36,3484.09,0,2024,7,13,Saturday,1,28,2024-W28,13936.36,0
2024-07-13,SKU029,11,128066.95,11642.45,0,2024,7,13,Saturday,1,28,2024-W28,128066.95000000001,0
2024-07-13,SKU030,2,18867.02,9433.51,0,2024,7,13,Saturday,1,28,2024-W28,18867.02,0
2024-07-13,SKU031,26,226614.18,8715.93,0,2024,7,13,Saturday,1,28,2024-W28,226614.18,0
2024-07-13,SKU032,17,95414.03,5612.59,0,2024,7,13,Saturday,1,28,2024-W28,95414.03,0
2024-07-13,SKU033,29,103182.0,3558.0,0,2024,7,13,Saturday,1,28,2024-W28,103182.0,0
2024-07-13,SKU034,17,25808.38,1518.14,0,2024,7,13,Saturday,1,28,2024-W28,25808.38,0
2024-07-13,SKU035,30,326105.7,10870.19,0,2024,7,13,Saturday,1,28,2024-W28,326105.7,0
2024-07-13,SKU036,4,22748.0,5687.0,0,2024,7,13,Saturday,1,28,2024-W28,22748.0,0
2024-07-13,SKU037,24,65938.08,2747.42,0,2024,7,13,Saturday,1,28,2024-W28,65938.08,0
2024-07-13,SKU038,8,31592.8,3949.1,0,2024,7,13,Saturday,1,28,2024-W28,31592.8,0
2024-07-13,SKU039,3,21356.85,7118.95,0,2024,7,13,Saturday,1,28,2024-W28,21356.85,0
2024-07-13,SKU040,23,56362.88,2450.56,0,2024,7,13,Saturday,1,28,2024-W28,56362.88,0
2024-07-13,SKU041,12,124040.76,10336.73,0,2024,7,13,Saturday,1,28,2024-W28,124040.76,0
2024-07-13,SKU042,24,220771.92,9198.83,0,2024,7,13,Saturday,1,28,2024-W28,220771.91999999998,0
2024-07-13,SKU043,34,297356.18,8745.77,0,2024,7,13,Saturday,1,28,2024-W28,297356.18,0
2024-07-13,SKU044,10,54122.8,5412.28,0,2024,7,13,Saturday,1,28,2024-W28,54122.799999999996,0
2024-07-13,SKU045,27,207273.06,7676.78,0,2024,7,13,Saturday,1,28,2024-W28,207273.06,0
2024-07-13,SKU046,9,64579.86,7175.54,0,2024,7,13,Saturday,1,28,2024-W28,64579.86,0
2024-07-13,SKU047,14,111135.08,7938.22,0,2024,7,13,Saturday,1,28,2024-W28,111135.08,0
2024-07-13,SKU048,9,12415.95,1379.55,0,2024,7,13,Saturday,1,28,2024-W28,12415.949999999999,0
2024-07-13,SKU049,27,141030.99,5223.37,0,2024,7,13,Saturday,1,28,2024-W28,141030.99,0
2024-07-13,SKU050,4,3530.88,882.72,0,2024,7,13,Saturday,1,28,2024-W28,3530.88,0
2024-07-14,SKU001,22,80609.1,3664.05,0,2024,7,14,Sunday,1,28,2024-W28,80609.1,0
2024-07-14,SKU002,12,45668.28,3805.69,0,2024,7,14,Sunday,1,28,2024-W28,45668.28,0
2024-07-14,SKU003,3,24234.69,8078.23,0,2024,7,14,Sunday,1,28,2024-W28,24234.69,0
2024-07-14,SKU004,4,27446.28,6861.57,0,2024,7,14,Sunday,1,28,2024-W28,27446.28,0
2024-07-14,SKU005,18,170877.96,9493.22,0,2024,7,14,Sunday,1,28,2024-W28,170877.96,0
2024-07-14,SKU006,6,48636.24,8106.04,0,2024,7,14,Sunday,1,28,2024-W28,48636.24,0
2024-07-14,SKU007,38,194335.42,5114.09,0,2024,7,14,Sunday,1,28,2024-W28,194335.42,0
2024-07-14,SKU008,22,216538.08,9842.64,0,2024,7,14,Sunday,1,28,2024-W28,216538.08,0
2024-07-14,SKU009,7,16358.23,2336.89,0,2024,7,14,Sunday,1,28,2024-W28,16358.23,0
2024-07-14,SKU010,20,13269.2,663.46,0,2024,7,14,Sunday,1,28,2024-W28,13269.2,0
2024-07-14,SKU011,1,1444.56,1444.56,0,2024,7,14,Sunday,1,28,2024-W28,1444.56,0
2024-07-14,SKU012,29,254601.73,8779.37,0,2024,7,14,Sunday,1,28,2024-W28,254601.73,0
2024-07-14,SKU013,14,80608.92,5757.78,0,2024,7,14,Sunday,1,28,2024-W28,80608.92,0
2024-07-14,SKU014,32,72664.0,2270.75,0,2024,7,14,Sunday,1,28,2024-W28,72664.0,0
2024-07-14,SKU015,7,43484.84,6212.12,0,2024,7,14,Sunday,1,28,2024-W28,43484.84,0
2024-07-14,SKU016,15,32502.3,2166.82,0,2024,7,14,Sunday,1,28,2024-W28,32502.300000000003,0
2024-07-14,SKU017,16,135637.12,8477.32,0,2024,7,14,Sunday,1,28,2024-W28,135637.12,0
2024-07-14,SKU018,31,172837.71,5575.41,0,2024,7,14,Sunday,1,28,2024-W28,172837.71,0
2024-07-14,SKU019,14,67477.9,4819.85,0,2024,7,14,Sunday,1,28,2024-W28,67477.90000000001,0
2024-07-14,SKU020,12,46770.48,3897.54,0,2024,7,14,Sunday,1,28,2024-W28,46770.479999999996,0
2024-07-14,SKU021,5,38556.4,7711.28,0,2024,7,14,Sunday,1,28,2024-W28,38556.4,0
2024-07-14,SKU022,11,50567.33,4597.03,0,2024,7,14,Sunday,1,28,2024-W28,50567.329999999994,0
2024-07-14,SKU023,12,17000.88,1416.74,0,2024,7,14,Sunday,1,28,2024-W28,17000.88,0
2024-07-14,SKU024,3,5306.61,1768.87,0,2024,7,14,Sunday,1,28,2024-W28,5306.61,0
2024-07-14,SKU025,6,69348.06,11558.01,0,2024,7,14,Sunday,1,28,2024-W28,69348.06,0
2024-07-14,SKU026,17,185972.18,10939.54,0,2024,7,14,Sunday,1,28,2024-W28,185972.18000000002,0
2024-07-14,SKU027,27,229948.2,8516.6,0,2024,7,14,Sunday,1,28,2024-W28,229948.2,0
2024-07-14,SKU028,8,27872.72,3484.09,0,2024,7,14,Sunday,1,28,2024-W28,27872.72,0
2024-07-14,SKU029,12,139709.4,11642.45,0,2024,7,14,Sunday,1,28,2024-W28,139709.40000000002,0
2024-07-14,SKU030,5,47167.55,9433.51,0,2024,7,14,Sunday,1,28,2024-W28,47167.55,0
2024-07-14,SKU031,10,87159.3,8715.93,0,2024,7,14,Sunday,1,28,2024-W28,87159.3,0
2024-07-14,SKU032,7,39288.13,5612.59,0,2024,7,14,Sunday,1,28,2024-W28,39288.130000000005,0
2024-07-14,SKU033,25,88950.0,3558.0,0,2024,7,14,Sunday,1,28,2024-W28,88950.0,0
2024-07-14,SKU034,15,22772.1,1518.14,0,2024,7,14,Sunday,1,28,2024-W28,22772.100000000002,0
2024-07-14,SKU035,26,282624.94,10870.19,0,2024,7,14,Sunday,1,28,2024-W28,282624.94,0
2024-07-14,SKU036,4,22748.0,5687.0,0,2024,7,14,Sunday,1,28,2024-W28,22748.0,0
2024-07-14,SKU037,32,87917.44,2747.42,0,2024,7,14,Sunday,1,28,2024-W28,87917.44,0
2024-07-14,SKU038,8,31592.8,3949.1,0,2024,7,14,Sunday,1,28,2024-W28,31592.8,0
2024-07-14,SKU039,1,7118.95,7118.95,0,2024,7,14,Sunday,1,28,2024-W28,7118.95,0
2024-07-14,SKU040,17,41659.52,2450.56,0,2024,7,14,Sunday,1,28,2024-W28,41659.52,0
2024-07-14,SKU041,12,124040.76,10336.73,0,2024,7,14,Sunday,1,28,2024-W28,124040.76,0
2024-07-14,SKU042,25,229970.75,9198.83,0,2024,7,14,Sunday,1,28,2024-W28,229970.75,0
2024-07-14,SKU043,33,288610.41,8745.77,0,2024,7,14,Sunday,1,28,2024-W28,288610.41000000003,0
2024-07-14,SKU044,17,92008.76,5412.28,0,2024,7,14,Sunday,1,28,2024-W28,92008.76,0
2024-07-14,SKU045,23,176565.94,7676.78,0,2024,7,14,Sunday,1,28,2024-W28,176565.94,0
2024-07-14,SKU046,13,93282.02,7175.54,0,2024,7,14,Sunday,1,28,2024-W28,93282.02,0
2024-07-14,SKU047,12,95258.64,7938.22,0,2024,7,14,Sunday,1,28,2024-W28,95258.64,0
2024-07-14,SKU048,9,12415.95,1379.55,0,2024,7,14,Sunday,1,28,2024-W28,12415.949999999999,0
2024-07-14,SKU049,27,141030.99,5223.37,0,2024,7,14,Sunday,1,28,2024-W28,141030.99,0
2024-07-14,SKU050,10,8827.2,882.72,0,2024,7,14,Sunday,1,28,2024-W28,8827.2,0
2024-07-15,SKU001,12,43968.6,3664.05,0,2024,7,15,Monday,0,29,2024-W29,43968.600000000006,0
2024-07-15,SKU002,14,53279.66,3805.69,0,2024,7,15,Monday,0,29,2024-W29,53279.66,0
2024-07-15,SKU003,6,48469.38,8078.23,0,2024,7,15,Monday,0,29,2024-W29,48469.38,0
2024-07-15,SKU004,3,20584.71,6861.57,0,2024,7,15,Monday,0,29,2024-W29,20584.71,0
2024-07-15,SKU005,8,75945.76,9493.22,0,2024,7,15,Monday,0,29,2024-W29,75945.76,0
2024-07-15,SKU006,7,56742.28,8106.04,0,2024,7,15,Monday,0,29,2024-W29,56742.28,0
2024-07-15,SKU007,27,138080.43,5114.09,0,2024,7,15,Monday,0,29,2024-W29,138080.43,0
2024-07-15,SKU008,13,127954.32,9842.64,0,2024,7,15,Monday,0,29,2024-W29,127954.31999999999,0
2024-07-15,SKU009,9,21032.01,2336.89,0,2024,7,15,Monday,0,29,2024-W29,21032.01,0
2024-07-15,SKU010,15,9951.9,663.46,0,2024,7,15,Monday,0,29,2024-W29,9951.900000000001,0
2024-07-15,SKU011,2,2889.12,1444.56,0,2024,7,15,Monday,0,29,2024-W29,2889.12,0
2024-07-15,SKU012,30,263381.1,8779.37,0,2024,7,15,Monday,0,29,2024-W29,263381.10000000003,0
2024-07-15,SKU013,17,97882.26,5757.78,0,2024,7,15,Monday,0,29,2024-W29,97882.26,0
2024-07-15,SKU014,24,54498.0,2270.75,0,2024,7,15,Monday,0,29,2024-W29,54498.0,0
2024-07-15,SKU015,5,31060.6,6212.12,0,2024,7,15,Monday,0,29,2024-W29,31060.6,0
2024-07-15,SKU016,12,26001.84,2166.82,0,2024,7,15,Monday,0,29,2024-W29,26001.840000000004,0
2024-07-15,SKU017,15,127159.8,8477.32,0,2024,7,15,Monday,0,29,2024-W29,127159.79999999999,0
2024-07-15,SKU018,20,111508.2,5575.41,0,2024,7,15,Monday,0,29,2024-W29,111508.2,0
2024-07-15,SKU019,18,86757.3,4819.85,0,2024,7,15,Monday,0,29,2024-W29,86757.3,0
2024-07-15,SKU020,12,46770.48,3897.54,0,2024,7,15,Monday,0,29,2024-W29,46770.479999999996,0
2024-07-15,SKU021,9,69401.52,7711.28,0,2024,7,15,Monday,0,29,2024-W29,69401.52,0
2024-07-15,SKU022,10,45970.3,4597.03,0,2024,7,15,Monday,0,29,2024-W29,45970.299999999996,0
2024-07-15,SKU023,15,21251.1,1416.74,0,2024,7,15,Monday,0,29,2024-W29,21251.1,0
2024-07-15,SKU024,13,22995.31,1768.87,0,2024,7,15,Monday,0,29,2024-W29,22995.309999999998,0
2024-07-15,SKU025,3,34674.03,11558.01,0,2024,7,15,Monday,0,29,2024-W29,34674.03,0
2024-07-15,SKU026,20,218790.8,10939.54,0,2024,7,15,Monday,0,29,2024-W29,218790.80000000002,0
2024-07-15,SKU027,16,136265.6,8516.6,0,2024,7,15,Monday,0,29,2024-W29,136265.6,0
2024-07-15,SKU028,4,13936.36,3484.09,0,2024,7,15,Monday,0,29,2024-W29,13936.36,0
2024-07-15,SKU029,12,139709.4,11642.45,0,2024,7,15,Monday,0,29,2024-W29,139709.40000000002,0
2024-07-15,SKU030,6,56601.06,9433.51,0,2024,7,15,Monday,0,29,2024-W29,56601.06,0
2024-07-15,SKU031,12,104591.16,8715.93,0,2024,7,15,Monday,0,29,2024-W29,104591.16,0
2024-07-15,SKU032,12,67351.08,5612.59,0,2024,7,15,Monday,0,29,2024-W29,67351.08,0
2024-07-15,SKU033,21,74718.0,3558.0,0,2024,7,15,Monday,0,29,2024-W29,74718.0,0
2024-07-15,SKU034,17,25808.38,1518.14,0,2024,7,15,Monday,0,29,2024-W29,25808.38,0
2024-07-15,SKU035,22,239144.18,10870.19,0,2024,7,15,Monday,0,29,2024-W29,239144.18000000002,0
2024-07-15,SKU036,3,17061.0,5687.0,0,2024,7,15,Monday,0,29,2024-W29,17061.0,0
2024-07-15,SKU037,23,63190.66,2747.42,0,2024,7,15,Monday,0,29,2024-W29,63190.66,0
2024-07-15,SKU038,11,43440.1,3949.1,0,2024,7,15,Monday,0,29,2024-W29,43440.1,0
2024-07-15,SKU039,3,21356.85,7118.95,0,2024,7,15,Monday,0,29,2024-W29,21356.85,0
2024-07-15,SKU040,11,26956.16,2450.56,0,2024,7,15,Monday,0,29,2024-W29,26956.16,0
2024-07-15,SKU041,8,82693.84,10336.73,0,2024,7,15,Monday,0,29,2024-W29,82693.84,0
2024-07-15,SKU042,18,165578.94,9198.83,0,2024,7,15,Monday,0,29,2024-W29,165578.94,0
2024-07-15,SKU043,25,218644.25,8745.77,0,2024,7,15,Monday,0,29,2024-W29,218644.25,0
2024-07-15,SKU044,3,16236.84,5412.28,0,2024,7,15,Monday,0,29,2024-W29,16236.84,0
2024-07-15,SKU045,16,122828.48,7676.78,0,2024,7,15,Monday,0,29,2024-W29,122828.48,0
2024-07-15,SKU046,12,86106.48,7175.54,0,2024,7,15,Monday,0,29,2024-W29,86106.48,0
2024-07-15,SKU047,7,55567.54,7938.22,0,2024,7,15,Monday,0,29,2024-W29,55567.54,0
2024-07-15,SKU048,7,9656.85,1379.55,0,2024,7,15,Monday,0,29,2024-W29,9656.85,0
2024-07-15,SKU049,24,125360.88,5223.37,0,2024,7,15,Monday,0,29,2024-W29,125360.88,0
2024-07-15,SKU050,11,9709.92,882.72,0,2024,7,15,Monday,0,29,2024-W29,9709.92,0
2024-07-16,SKU001,6,21984.3,3664.05,0,2024,7,16,Tuesday,0,29,2024-W29,21984.300000000003,0
2024-07-16,SKU002,9,34251.21,3805.69,0,2024,7,16,Tuesday,0,29,2024-W29,34251.21,0
2024-07-16,SKU003,3,24234.69,8078.23,0,2024,7,16,Tuesday,0,29,2024-W29,24234.69,0
2024-07-16,SKU004,6,41169.42,6861.57,0,2024,7,16,Tuesday,0,29,2024-W29,41169.42,0
2024-07-16,SKU005,10,94932.2,9493.22,0,2024,7,16,Tuesday,0,29,2024-W29,94932.2,0
2024-07-16,SKU006,5,40530.2,8106.04,0,2024,7,16,Tuesday,0,29,2024-W29,40530.2,0
2024-07-16,SKU007,26,132966.34,5114.09,0,2024,7,16,Tuesday,0,29,2024-W29,132966.34,0
2024-07-16,SKU008,17,167324.88,9842.64,0,2024,7,16,Tuesday,0,29,2024-W29,167324.88,0
2024-07-16,SKU009,14,32716.46,2336.89,0,2024,7,16,Tuesday,0,29,2024-W29,32716.46,0
2024-07-16,SKU010,17,11278.82,663.46,0,2024,7,16,Tuesday,0,29,2024-W29,11278.82,0
2024-07-16,SKU011,3,4333.68,1444.56,0,2024,7,16,Tuesday,0,29,2024-W29,4333.68,0
2024-07-16,SKU012,22,193146.14,8779.37,0,2024,7,16,Tuesday,0,29,2024-W29,193146.14,0
2024-07-16,SKU013,15,86366.7,5757.78,0,2024,7,16,Tuesday,0,29,2024-W29,86366.7,0
2024-07-16,SKU014,16,36332.0,2270.75,0,2024,7,16,Tuesday,0,29,2024-W29,36332.0,0
2024-07-16,SKU015,4,24848.48,6212.12,0,2024,7,16,Tuesday,0,29,2024-W29,24848.48,0
2024-07-16,SKU016,5,10834.1,2166.82,0,2024,7,16,Tuesday,0,29,2024-W29,10834.1,0
