Week_Start,SKU,Units_Sold,Forecast_Units
2025-10-06,SKU012,144,146.89327335590482
2025-10-13,SKU012,140,142.4161524894127
2025-10-20,SKU012,130,140.07956822077762
2025-10-27,SKU012,141,137.06467737891901
2025-11-03,SKU012,141,146.79907113550348
2025-11-10,SKU012,166,151.00820620148076
2025-11-17,SKU012,157,156.9451145173458
2025-11-24,SKU012,155,154.98149485573973
2025-12-01,SKU012,166,156.09464049304037
2025-12-08,SKU012,168,163.47959342633686
2025-12-15,SKU012,149,151.6422996968049
2025-12-22,SKU012,177,160.4927831902851
2025-12-29,SKU012,145,151.78601772658095
2026-01-05,SKU012,52,95.5736172946746
2024-12-30,SKU013,84,86.77561151515849
2025-01-06,SKU013,82,66.20882755349975
2025-01-13,SKU013,94,93.51567192372865
2025-01-20,SKU013,93,97.15350844303362
2025-01-27,SKU013,92,91.02133039594494
2025-02-03,SKU013,94,95.51640153763846
2025-02-10,SKU013,97,101.73270832844413
2025-02-17,SKU013,95,99.28101877605016
2025-02-24,SKU013,100,94.5078373614549
2025-03-03,SKU013,109,108.6693864197614
2025-03-10,SKU013,101,110.37367680497283
2025-03-17,SKU013,117,112.60290581429548
2025-03-24,SKU013,115,119.78167318335284
2025-03-31,SKU013,128,122.43405511132447
2025-04-07,SKU013,109,108.54336371580132
2025-04-14,SKU013,107,110.51849673673719
2025-04-21,SKU013,114,111.68527802731101
2025-04-28,SKU013,105,109.55444558310083
2025-05-05,SKU013,117,110.93176448571317
2025-05-12,SKU013,141,112.41398600215614
2025-05-19,SKU013,96,109.52903155552312
2025-05-26,SKU013,92,106.1023266714532
2025-06-02,SKU013,119,114.89173554549679
2025-06-09,SKU013,98,110.7517671101414
2025-06-16,SKU013,114,101.20369077017392
2025-06-23,SKU013,119,109.43613302307173
2025-06-30,SKU013,127,114.11308572344605
2025-07-07,SKU013,104,101.01495346959135
2025-07-14,SKU013,109,100.23473461966582
2025-07-21,SKU013,83,99.23351119899799
2025-07-28,SKU013,87,98.12000165401948
2025-08-04,SKU013,82,88.81600691474742
2025-08-11,SKU013,83,84.35791585943575
2025-08-18,SKU013,109,85.28746190796551
2025-08-25,SKU013,92,89.10276694490953
2025-09-01,SKU013,89,88.19408188566933
2025-09-08,SKU013,98,89.91588733988581
2025-09-15,SKU013,102,93.96424111943159
2025-09-22,SKU013,85,89.13195656951972
2025-09-29,SKU013,88,90.9675620648707
2025-10-06,SKU013,94,85.02345928965492
2025-10-13,SKU013,79,82.47817467931499
2025-10-20,SKU013,61,78.67113465172476
2025-10-27,SKU013,68,74.50028329038427
2025-11-03,SKU013,81,86.07578438709564
2025-11-10,SKU013,86,84.0649092692002
2025-11-17,SKU013,89,90.74003955119828
2025-11-24,SKU013,84,89.65188653696015
2025-12-01,SKU013,84,87.70209214705474
2025-12-08,SKU013,81,90.28005493958685
2025-12-15,SKU013,113,89.50639626774695
2025-12-22,SKU013,94,90.83136383306044
2025-12-29,SKU013,66,83.80283417046017
2026-01-05,SKU013,20,48.72156588552136
2024-12-30,SKU014,143,134.43641880731553
2025-01-06,SKU014,130,93.81761266723207
2025-01-13,SKU014,130,143.39445836389513
2025-01-20,SKU014,146,147.19243146976396
2025-01-27,SKU014,170,146.89713616262273
2025-02-03,SKU014,131,152.65703060884303
2025-02-10,SKU014,178,166.7530466258863
2025-02-17,SKU014,181,170.5361067458331
2025-02-24,SKU014,161,164.76323222627525
2025-03-03,SKU014,176,179.89811338749666
2025-03-10,SKU014,190,178.64246936717038
2025-03-17,SKU014,191,194.62472726263684
2025-03-24,SKU014,194,190.74778845257967
2025-03-31,SKU014,171,191.74083603015595
2025-04-07,SKU014,161,172.0049353548976
2025-04-14,SKU014,186,176.25288553080014
2025-04-21,SKU014,179,183.29931028579244
2025-04-28,SKU014,170,164.72535447712715
2025-05-05,SKU014,162,169.6167405330265
2025-05-12,SKU014,146,159.6802720751097
2025-05-19,SKU014,159,167.20306784973945
2025-05-26,SKU014,172,159.8814152785244
2025-06-02,SKU014,161,161.89767596675858
2025-06-09,SKU014,194,167.08545864157205
2025-06-16,SKU014,164,171.70591742734607
2025-06-23,SKU014,160,168.65725816424765
2025-06-30,SKU014,190,173.2296535659971
2025-07-07,SKU014,125,137.57799499598065
2025-07-14,SKU014,127,144.0907255536452
2025-07-21,SKU014,145,140.7474379981265
2025-07-28,SKU014,146,148.6159919902613
2025-08-04,SKU014,140,127.82393389204947
2025-08-11,SKU014,120,131.01708948326902
2025-08-18,SKU014,124,129.54547380317922
2025-08-25,SKU014,133,131.07060403596597
2025-09-01,SKU014,151,129.17067313798515
2025-09-08,SKU014,137,134.48398675621198
2025-09-15,SKU014,144,135.6769813768966
2025-09-22,SKU014,140,135.136246573708
2025-09-29,SKU014,134,138.34984553001888
2025-10-06,SKU014,121,127.9726796826156
2025-10-13,SKU014,130,124.51113832030363
2025-10-20,SKU014,116,120.23492200872407
2025-10-27,SKU014,135,123.56033877310149
2025-11-03,SKU014,119,127.11578284274569
2025-11-10,SKU014,120,131.9695940067402
2025-11-17,SKU014,139,130.06005454829875
2025-11-24,SKU014,119,131.29232201393705
2025-12-01,SKU014,153,136.61445914158497
2025-12-08,SKU014,122,125.479997537474
2025-12-15,SKU014,149,135.49197310838747
2025-12-22,SKU014,112,127.97195447017664
2025-12-29,SKU014,111,113.44446602844398
2026-01-05,SKU014,40,78.70012390571125
2024-12-30,SKU015,30,24.93275340178358
2025-01-06,SKU015,34,18.82163234861777
2025-01-13,SKU015,21,30.38091072268322
2025-01-20,SKU015,31,29.761369708289816
2025-01-27,SKU015,30,29.632776797730816
2025-02-03,SKU015,29,32.05138035442196
2025-02-10,SKU015,38,31.062347750288037
2025-02-17,SKU015,29,32.478074399159034
2025-02-24,SKU015,34,32.44303717644142
2025-03-03,SKU015,33,34.24625804771559
2025-03-10,SKU015,41,37.726074628803914
2025-03-17,SKU015,31,36.11230709777313
2025-03-24,SKU015,28,37.08506300484114
2025-03-31,SKU015,28,36.130531809801035
2025-04-07,SKU015,41,33.355455229783075
2025-04-14,SKU015,36,33.02104142958422
2025-04-21,SKU015,38,34.87928769933466
2025-04-28,SKU015,33,34.71554067262654
2025-05-05,SKU015,28,35.17441593492696
2025-05-12,SKU015,39,35.10609328299458
2025-05-19,SKU015,35,34.15425446948392
2025-05-26,SKU015,30,34.559288291563576
2025-06-02,SKU015,34,32.5608432820482
2025-06-09,SKU015,30,34.51538355230742
2025-06-16,SKU015,23,32.387724055148624
2025-06-23,SKU015,31,31.401817729647046
2025-06-30,SKU015,25,29.619512740117237
2025-07-07,SKU015,23,27.594099986146166
2025-07-14,SKU015,23,27.683131251660637
2025-07-21,SKU015,25,26.896938421891026
2025-07-28,SKU015,35,26.453751277002485
2025-08-04,SKU015,19,25.99735273428272
2025-08-11,SKU015,22,23.609168806103707
2025-08-18,SKU015,28,24.008168743701475
2025-08-25,SKU015,25,24.260989984912975
2025-09-01,SKU015,28,25.129120398889643
2025-09-08,SKU015,30,25.127533257733287
2025-09-15,SKU015,21,27.01907585051227
2025-09-22,SKU015,24,25.524681169754928
2025-09-29,SKU015,27,23.335741152736365
2025-10-06,SKU015,20,25.379761800822692
2025-10-13,SKU015,16,24.110494177676387
2025-10-20,SKU015,23,21.348364358269396
2025-10-27,SKU015,17,18.885330148056468
2025-11-03,SKU015,17,21.68328121046484
2025-11-10,SKU015,14,20.492756802784683
2025-11-17,SKU015,31,20.77106282270464
2025-11-24,SKU015,17,20.98914549234242
2025-12-01,SKU015,32,23.29002596854854
2025-12-08,SKU015,23,21.764671256387494
2025-12-15,SKU015,31,24.555437155433864
2025-12-22,SKU015,20,22.438923433731084
2025-12-29,SKU015,27,26.738297922046765
2026-01-05,SKU015,5,14.49341243756361
2024-12-30,SKU016,71,89.76123389264812
2025-01-06,SKU016,91,66.9653289997069
2025-01-13,SKU016,96,92.58779895654749
2025-01-20,SKU016,79,88.7625138738653
2025-01-27,SKU016,107,96.54864274246756
2025-02-03,SKU016,94,99.58600889342901
2025-02-10,SKU016,110,103.65769694393474
2025-02-17,SKU016,83,96.91062918678453
2025-02-24,SKU016,102,98.08127809467291
2025-03-03,SKU016,131,113.23369925560682
2025-03-10,SKU016,113,118.92528408114109
2025-03-17,SKU016,111,121.94517733211751
2025-03-24,SKU016,114,119.0938241564508
2025-03-31,SKU016,145,126.95290452824536
2025-04-07,SKU016,116,109.26141752480784
2025-04-14,SKU016,123,113.2740059191305
2025-04-21,SKU016,99,115.76879261349818
2025-04-28,SKU016,98,105.96803299652129
2025-05-05,SKU016,118,107.45155483252508
2025-05-12,SKU016,115,109.68237652239274
2025-05-19,SKU016,125,113.60105137648644
2025-05-26,SKU016,100,111.54499858936957
2025-06-02,SKU016,121,117.40872374553466
2025-06-09,SKU016,112,115.48892408386509
2025-06-16,SKU016,112,117.33505840704865
2025-06-23,SKU016,113,115.01747651986919
2025-06-30,SKU016,111,118.16343439069435
2025-07-07,SKU016,103,98.3362806719567
2025-07-14,SKU016,108,101.66364331987226
2025-07-21,SKU016,95,98.25859034324647
2025-07-28,SKU016,101,100.10558152816864
2025-08-04,SKU016,82,86.52987935971485
2025-08-11,SKU016,92,87.82205864831063
2025-08-18,SKU016,93,86.69125904887562
2025-08-25,SKU016,76,86.75320346307795
2025-09-01,SKU016,86,85.82221691582362
2025-09-08,SKU016,73,85.10079104459662
2025-09-15,SKU016,77,82.18159389945478
2025-09-22,SKU016,76,84.47838696018313
2025-09-29,SKU016,78,84.42727034090632
2025-10-06,SKU016,71,76.80907991650261
2025-10-13,SKU016,84,75.5305970726229
2025-10-20,SKU016,91,80.88720214099716
2025-10-27,SKU016,64,76.77344159324285
2025-11-03,SKU016,112,86.9243260154654
2025-11-10,SKU016,92,89.19374517104222
2025-11-17,SKU016,93,91.4670055267125
2025-11-24,SKU016,78,89.45926132790537
2025-12-01,SKU016,71,87.41967845973774
2025-12-08,SKU016,79,83.2071328152756
2025-12-15,SKU016,72,82.10783955381119
2025-12-22,SKU016,84,85.26167668287577
2025-12-29,SKU016,98,86.18499242945988
2026-01-05,SKU016,27,49.738569543610446
2024-12-30,SKU017,94,90.25299027400028
2025-01-06,SKU017,81,66.28730177847349
2025-01-13,SKU017,96,86.29546076599945
2025-01-20,SKU017,107,93.62229007128524
2025-01-27,SKU017,89,94.74065138880917
2025-02-03,SKU017,97,97.44676032531714
2025-02-10,SKU017,108,106.06721055587995
2025-02-17,SKU017,98,97.58790335631497
2025-02-24,SKU017,106,102.84717702392633
2025-03-03,SKU017,123,112.03850059658781
2025-03-10,SKU017,108,125.01012613959249
2025-03-17,SKU017,123,118.56426107877633
2025-03-24,SKU017,135,121.29973828593621
2025-03-31,SKU017,129,130.27514998597388
2025-04-07,SKU017,109,118.29270884386587
2025-04-14,SKU017,121,117.12686753261713
2025-04-21,SKU017,111,113.63866619156003
2025-04-28,SKU017,131,116.61105346218739
2025-05-05,SKU017,106,114.97973026814041
2025-05-12,SKU017,99,110.07110696598313
2025-05-19,SKU017,110,110.97147802551574
2025-05-26,SKU017,111,114.23733630118396
2025-06-02,SKU017,105,111.8663995723527
2025-06-09,SKU017,116,113.69978240790581
2025-06-16,SKU017,117,114.95450123280521
2025-06-23,SKU017,110,117.22480687611883
2025-06-30,SKU017,137,114.12552946969042
2025-07-07,SKU017,105,103.2851454116482
2025-07-14,SKU017,100,104.45685624925623
2025-07-21,SKU017,90,100.42017440886069
2025-07-28,SKU017,82,98.01333074827879
2025-08-04,SKU017,78,87.28517077302712
2025-08-11,SKU017,79,84.13151961026756
2025-08-18,SKU017,89,87.19703357941256
2025-08-25,SKU017,81,87.72965350248619
2025-09-01,SKU017,79,82.79371247781704
2025-09-08,SKU017,67,85.70740332191701
2025-09-15,SKU017,77,76.53657093880464
2025-09-22,SKU017,85,82.32544928218701
2025-09-29,SKU017,93,82.81138364689161
2025-10-06,SKU017,69,75.71335385288712
2025-10-13,SKU017,78,71.22129070914843
2025-10-20,SKU017,82,81.94812993045821
2025-10-27,SKU017,71,75.43053764504954
2025-11-03,SKU017,79,84.917170990661
2025-11-10,SKU017,103,88.30067144999101
2025-11-17,SKU017,88,90.30963562067306
2025-11-24,SKU017,86,88.89459326078597
2025-12-01,SKU017,97,87.06444415575328
2025-12-08,SKU017,110,93.1453530994521
2025-12-15,SKU017,79,93.45273124942914
2025-12-22,SKU017,90,88.27310299715064
2025-12-29,SKU017,99,92.81657853990525
2026-01-05,SKU017,21,50.39952473594202
2024-12-30,SKU018,148,152.86744376194054
2025-01-06,SKU018,184,149.3331272943991
2025-01-13,SKU018,168,172.11119734051692
2025-01-20,SKU018,174,168.43008069570288
2025-01-27,SKU018,165,176.1366207719227
2025-02-03,SKU018,173,180.48619788137614
2025-02-10,SKU018,183,176.09092602084684
2025-02-17,SKU018,180,178.81025513100283
2025-02-24,SKU018,192,190.57039816627307
2025-03-03,SKU018,225,207.21317665116564
2025-03-10,SKU018,195,204.81575294191342
2025-03-17,SKU018,217,216.76483390877038
2025-03-24,SKU018,222,220.18419265557407
2025-03-31,SKU018,189,210.62282657589824
2025-04-07,SKU018,206,201.43813798209266
2025-04-14,SKU018,209,200.97308558323732
2025-04-21,SKU018,204,199.58420528068802
2025-04-28,SKU018,216,203.04641366993138
2025-05-05,SKU018,211,202.56381517083548
2025-05-12,SKU018,227,212.86391718982486
2025-05-19,SKU018,204,202.64882031026886
2025-05-26,SKU018,197,198.18900691837305
2025-06-02,SKU018,205,204.7460068492688
2025-06-09,SKU018,190,198.49673888012458
2025-06-16,SKU018,209,196.01720950734955
2025-06-23,SKU018,202,197.3641408765679
2025-06-30,SKU018,195,198.671829188366
2025-07-07,SKU018,167,170.73819015801774
2025-07-14,SKU018,153,171.24862218784645
2025-07-21,SKU018,168,162.89984450521723
2025-07-28,SKU018,160,161.12198399026698
2025-08-04,SKU018,173,160.8536905822084
2025-08-11,SKU018,142,155.76681643580187
2025-08-18,SKU018,138,152.4881746584382
2025-08-25,SKU018,163,158.98972743010077
2025-09-01,SKU018,165,156.54268416765146
2025-09-08,SKU018,143,156.98258463244795
2025-09-15,SKU018,156,158.58819835672088
2025-09-22,SKU018,147,157.57530434473586
2025-09-29,SKU018,144,153.9659851797234
2025-10-06,SKU018,136,139.7488852681708
2025-10-13,SKU018,162,140.98754861062488
2025-10-20,SKU018,141,139.978954197142
2025-10-27,SKU018,133,144.11197224433724
2025-11-03,SKU018,159,156.76586371291089
2025-11-10,SKU018,158,155.52133367352096
2025-11-17,SKU018,145,153.76321163873476
2025-11-24,SKU018,148,151.4230697912319
2025-12-01,SKU018,163,160.43872558559397
2025-12-08,SKU018,147,156.7456486736341
2025-12-15,SKU018,164,156.07212234549243
2025-12-22,SKU018,166,154.9268579145442
2025-12-29,SKU018,156,150.91297300317044
2026-01-05,SKU018,37,83.89376171100925
2024-12-30,SKU019,91,104.15375226400143
2025-01-06,SKU019,98,73.0310884958877
2025-01-13,SKU019,115,106.02012551699345
2025-01-20,SKU019,116,110.57291360101023
2025-01-27,SKU019,110,114.95428615718157
2025-02-03,SKU019,119,113.99876647714854
2025-02-10,SKU019,88,121.13694438566101
2025-02-17,SKU019,113,111.9870903816649
2025-02-24,SKU019,128,120.93347546379387
2025-03-03,SKU019,149,134.2993318579776
2025-03-10,SKU019,146,131.2812815576243
2025-03-17,SKU019,126,135.50619559888042
2025-03-24,SKU019,132,139.52452924627295
2025-03-31,SKU019,133,137.44765281436327
2025-04-07,SKU019,130,128.44223799834842
2025-04-14,SKU019,143,125.8609030043935
2025-04-21,SKU019,137,127.37872610302496
2025-04-28,SKU019,107,124.7266701392283
2025-05-05,SKU019,123,125.89527291119055
2025-05-12,SKU019,131,123.44880575685048
2025-05-19,SKU019,110,125.53782805010619
2025-05-26,SKU019,137,119.90792355486595
2025-06-02,SKU019,126,127.65169905029245
2025-06-09,SKU019,150,128.37348706834635
2025-06-16,SKU019,112,124.0278580707831
2025-06-23,SKU019,134,126.63320534280615
2025-06-30,SKU019,132,121.78519009261454
2025-07-07,SKU019,89,113.89517600622534
2025-07-14,SKU019,105,107.661885560871
2025-07-21,SKU019,105,102.3990008638084
2025-07-28,SKU019,102,107.71426095142162
2025-08-04,SKU019,108,102.66373566150806
2025-08-11,SKU019,107,102.16261905633698
2025-08-18,SKU019,100,102.29415259363783
2025-08-25,SKU019,115,103.10753863957143
2025-09-01,SKU019,85,103.50173443804185
2025-09-08,SKU019,104,96.95902709039713
2025-09-15,SKU019,78,95.3007567024791
2025-09-22,SKU019,100,94.28109177372573
2025-09-29,SKU019,106,93.42397819222602
2025-10-06,SKU019,81,91.21424015253618
2025-10-13,SKU019,89,90.28230753817238
2025-10-20,SKU019,97,87.53732278058386
2025-10-27,SKU019,82,84.52675849359109
2025-11-03,SKU019,100,97.65925914849885
2025-11-10,SKU019,97,97.47384249848963
2025-11-17,SKU019,116,104.69160434241786
2025-11-24,SKU019,113,105.73160966951532
2025-12-01,SKU019,84,104.32686355352787
2025-12-08,SKU019,98,98.61403597957599
2025-12-15,SKU019,104,104.38032388527736
2025-12-22,SKU019,104,103.18925678507063
2025-12-29,SKU019,108,92.05834372441545
2026-01-05,SKU019,23,53.672315879046195
2024-12-30,SKU020,87,84.94096153104655
2025-01-06,SKU020,91,63.06996770789651
2025-01-13,SKU020,87,92.10991890520408
2025-01-20,SKU020,93,90.48336913095184
2025-01-27,SKU020,102,87.79229695723758
2025-02-03,SKU020,85,93.68131242723251
2025-02-10,SKU020,90,99.43183852921592
2025-02-17,SKU020,102,99.34595822928003
2025-02-24,SKU020,92,99.4025207306153
2025-03-03,SKU020,107,103.67489836481667
2025-03-10,SKU020,111,110.34450349453722
2025-03-17,SKU020,109,107.855656368088
2025-03-24,SKU020,99,112.51485057836514
2025-03-31,SKU020,110,114.25157080741366
2025-04-07,SKU020,138,111.03690602748252
2025-04-14,SKU020,106,108.97139679137912
2025-04-21,SKU020,109,109.60901659519737
2025-04-28,SKU020,116,106.59359605107208
2025-05-05,SKU020,113,109.89852773531995
2025-05-12,SKU020,112,108.10669614856329
2025-05-19,SKU020,106,109.02582301206557
2025-05-26,SKU020,100,109.72643235608233
2025-06-02,SKU020,114,113.70010976636873
2025-06-09,SKU020,111,110.55871943338916
2025-06-16,SKU020,91,111.69981468901575
2025-06-23,SKU020,121,109.9214292572714
2025-06-30,SKU020,100,108.89256345020374
2025-07-07,SKU020,100,98.87744039023931
2025-07-14,SKU020,90,92.79314035869675
2025-07-21,SKU020,97,95.58232557352612
2025-07-28,SKU020,89,94.02988901721234
2025-08-04,SKU020,75,86.01923272429724
2025-08-11,SKU020,98,85.6844876601112
2025-08-18,SKU020,82,91.05684797540968
2025-08-25,SKU020,105,85.4054083751389
2025-09-01,SKU020,73,90.31013404239002
2025-09-08,SKU020,93,85.1070908185889
2025-09-15,SKU020,89,82.69240833107847
2025-09-22,SKU020,84,78.71655141147353
2025-09-29,SKU020,86,82.18979331216552
2025-10-06,SKU020,76,78.31252694807745
2025-10-13,SKU020,105,85.3891529364818
2025-10-20,SKU020,71,79.65006460839284
2025-10-27,SKU020,98,85.85440279594648
2025-11-03,SKU020,90,85.65846645427179
2025-11-10,SKU020,83,84.96301521890979
2025-11-17,SKU020,92,89.41465428741871
2025-11-24,SKU020,80,86.58479839598333
2025-12-01,SKU020,95,89.81227890341611
2025-12-08,SKU020,88,90.29407930193179
2025-12-15,SKU020,79,85.69689563842103
2025-12-22,SKU020,78,85.80904553070658
2025-12-29,SKU020,100,89.16331666602989
2026-01-05,SKU020,28,51.60830113439719
2024-12-30,SKU021,53,55.071971858978785
2025-01-06,SKU021,48,35.92120594469174
2025-01-13,SKU021,61,60.98295531892181
2025-01-20,SKU021,67,56.7190278830402
2025-01-27,SKU021,57,58.406794424278885
2025-02-03,SKU021,68,62.43676678660125
2025-02-10,SKU021,66,60.44453329486566
2025-02-17,SKU021,72,69.41944556042735
2025-02-24,SKU021,66,69.77569147977955
2025-03-03,SKU021,71,74.3854970027321
2025-03-10,SKU021,62,74.13106285890966
2025-03-17,SKU021,63,73.95305654386758
2025-03-24,SKU021,80,68.91140781807259
2025-03-31,SKU021,70,69.39178252301393
2025-04-07,SKU021,68,68.11309363878351
2025-04-14,SKU021,48,67.35257605322344
2025-04-21,SKU021,72,69.77667954878945
2025-04-28,SKU021,62,67.39477582880303
2025-05-05,SKU021,63,69.54686317125392
2025-05-12,SKU021,77,64.8609614853435
2025-05-19,SKU021,77,68.7541798134121
2025-05-26,SKU021,66,68.64463587534628
2025-06-02,SKU021,71,70.63669392355953
2025-06-09,SKU021,83,68.80381582560763
2025-06-16,SKU021,72,73.32178503054234
2025-06-23,SKU021,70,67.98558380522314
2025-06-30,SKU021,68,68.25886586616524
2025-07-07,SKU021,57,62.48758760110951
2025-07-14,SKU021,70,63.07820278107162
2025-07-21,SKU021,61,61.565975441942065
2025-07-28,SKU021,55,61.71333428667561
2025-08-04,SKU021,58,59.520092213724254
2025-08-11,SKU021,56,57.07023205431785
2025-08-18,SKU021,52,59.60580208904071
2025-08-25,SKU021,61,55.15177741896146
2025-09-01,SKU021,42,50.79621144990736
2025-09-08,SKU021,47,52.71606628153996
2025-09-15,SKU021,59,51.13545846201048
2025-09-22,SKU021,52,50.95073392829362
2025-09-29,SKU021,54,57.38758340172821
2025-10-06,SKU021,40,50.21967755644998
2025-10-13,SKU021,49,49.003771349077724
2025-10-20,SKU021,60,46.89103644084252
2025-10-27,SKU021,42,47.03147140901689
2025-11-03,SKU021,55,54.78632845352621
2025-11-10,SKU021,50,58.06593434728442
2025-11-17,SKU021,46,52.98860914974932
2025-11-24,SKU021,44,52.145938220794854
2025-12-01,SKU021,44,51.94916494931224
2025-12-08,SKU021,58,49.42062055630689
2025-12-15,SKU021,53,52.52016647043995
2025-12-22,SKU021,45,49.01902853873988
2025-12-29,SKU021,52,51.28343975087616
2026-01-05,SKU021,14,34.82835787691669
2024-12-30,SKU022,55,64.27547817421052
2025-01-06,SKU022,77,45.92819587934629
2025-01-13,SKU022,81,69.35878354817362
2025-01-20,SKU022,64,69.69661730840832
2025-01-27,SKU022,85,72.1727255126138
2025-02-03,SKU022,74,70.4330144542455
2025-02-10,SKU022,73,80.9176483282776
2025-02-17,SKU022,90,78.76272136461914
2025-02-24,SKU022,85,84.46542073895604
2025-03-03,SKU022,73,88.95537676423967
2025-03-10,SKU022,78,83.9396427149074
2025-03-17,SKU022,87,87.70912164691428
2025-03-24,SKU022,83,82.05767852773339
2025-03-31,SKU022,83,84.08666477847106
2025-04-07,SKU022,58,79.3262574918252
2025-04-14,SKU022,73,80.4320783981538
2025-04-21,SKU022,74,74.2653435299763
2025-04-28,SKU022,86,82.85062083876701
2025-05-05,SKU022,77,77.46861394076562
2025-05-12,SKU022,81,80.11062362478691
2025-05-19,SKU022,73,81.4102171096668
2025-05-26,SKU022,93,79.88701081688454
2025-06-02,SKU022,89,79.84965219712868
2025-06-09,SKU022,90,80.75697007489507
2025-06-16,SKU022,90,85.51068738591425
2025-06-23,SKU022,84,83.02849696472126
2025-06-30,SKU022,87,80.98163658574911
2025-07-07,SKU022,64,74.02081022609777
2025-07-14,SKU022,65,72.24318356161022
2025-07-21,SKU022,79,70.90383609445463
2025-07-28,SKU022,63,73.54886315435908
2025-08-04,SKU022,68,67.8596432668641
2025-08-11,SKU022,65,66.79640365610646
2025-08-18,SKU022,62,64.13006554133547
2025-08-25,SKU022,72,61.49571171352123
2025-09-01,SKU022,48,62.48995266224493
2025-09-08,SKU022,58,62.62635280607737
2025-09-15,SKU022,64,60.89055987360973
2025-09-22,SKU022,60,62.95195575612184
2025-09-29,SKU022,62,62.74415479992359
2025-10-06,SKU022,45,57.941857699103
2025-10-13,SKU022,62,52.29484625788277
2025-10-20,SKU022,58,49.87665407281171
2025-10-27,SKU022,50,52.0994226894818
2025-11-03,SKU022,59,57.76375830591962
2025-11-10,SKU022,42,55.01247941565886
2025-11-17,SKU022,78,63.58552088615501
2025-11-24,SKU022,58,60.384622097564154
2025-12-01,SKU022,66,63.769424385297405
2025-12-08,SKU022,75,61.91158993131511
2025-12-15,SKU022,60,63.49140819209045
2025-12-22,SKU022,57,62.0372570333004
2025-12-29,SKU022,78,65.8629919390424
2026-01-05,SKU022,16,43.86155439301702
2024-12-30,SKU023,91,92.14691004044904
2025-01-06,SKU023,118,68.9216306453525
2025-01-13,SKU023,109,109.25554225340748
2025-01-20,SKU023,93,102.64662026302071
2025-01-27,SKU023,83,96.64189848194509
2025-02-03,SKU023,105,108.40099728090149
2025-02-10,SKU023,107,111.51109436836408
2025-02-17,SKU023,110,106.53068528971491
2025-02-24,SKU023,114,108.34173333805064
2025-03-03,SKU023,124,123.77700815567692
2025-03-10,SKU023,123,127.07203026747698
2025-03-17,SKU023,129,132.15890238359705
2025-03-24,SKU023,131,130.51198942530021
2025-03-31,SKU023,137,131.97069110948462
2025-04-07,SKU023,118,119.35178159906998
2025-04-14,SKU023,139,122.65911066494316
2025-04-21,SKU023,115,115.66526429590635
2025-04-28,SKU023,123,118.40922486781875
2025-05-05,SKU023,113,116.02009682187571
2025-05-12,SKU023,134,121.01446731664953
2025-05-19,SKU023,106,115.49523653971346
2025-05-26,SKU023,116,111.87598306785034
2025-06-02,SKU023,111,121.63463592474645
2025-06-09,SKU023,123,122.11853560336408
2025-06-16,SKU023,133,117.80422954452978
2025-06-23,SKU023,116,122.89783588086873
2025-06-30,SKU023,135,123.09222654775128
2025-07-07,SKU023,96,107.66948235111286
2025-07-14,SKU023,112,103.10781297921483
2025-07-21,SKU023,84,102.07936779635807
2025-07-28,SKU023,105,101.97283922314955
2025-08-04,SKU023,101,98.27603946436545
2025-08-11,SKU023,106,98.42247735954668
2025-08-18,SKU023,101,94.2371233092069
2025-08-25,SKU023,98,95.64304091724901
2025-09-01,SKU023,78,86.94881415549739
2025-09-08,SKU023,69,87.58217564845964
2025-09-15,SKU023,64,78.64195406276204
2025-09-22,SKU023,109,82.54515438948066
2025-09-29,SKU023,100,88.73373420235087
2025-10-06,SKU023,84,82.71048981495723
2025-10-13,SKU023,75,78.10998794855023
2025-10-20,SKU023,79,79.92135477330334
2025-10-27,SKU023,86,79.6995957599294
2025-11-03,SKU023,86,91.44365002472165
2025-11-10,SKU023,92,88.70786160920696
2025-11-17,SKU023,84,92.8385910687112
2025-11-24,SKU023,86,88.0402296904712
2025-12-01,SKU023,94,92.94882587663282
2025-12-08,SKU023,100,95.10873384528911
2025-12-15,SKU023,88,92.33122186497404
2025-12-22,SKU023,106,95.10960890797901
2025-12-29,SKU023,97,89.53449884928459
2026-01-05,SKU023,27,50.75780742033482
2024-12-30,SKU024,75,84.60564420616738
2025-01-06,SKU024,97,63.66132836574111
2025-01-13,SKU024,78,80.42426081635963
2025-01-20,SKU024,75,84.95823369976577
2025-01-27,SKU024,74,82.11200979337568
2025-02-03,SKU024,95,90.56358681977082
2025-02-10,SKU024,78,89.74584173850286
2025-02-17,SKU024,98,84.68356049130173
2025-02-24,SKU024,98,89.0246751535715
2025-03-03,SKU024,108,104.16218606075762
2025-03-10,SKU024,113,103.07159611962179
2025-03-17,SKU024,112,117.42969607709287
2025-03-24,SKU024,137,118.60103461311313
2025-03-31,SKU024,128,126.01816126439412
2025-04-07,SKU024,109,113.84065170356352
2025-04-14,SKU024,93,112.8941641016391
2025-04-21,SKU024,104,107.79199178664501
2025-04-28,SKU024,113,105.89151168493326
2025-05-05,SKU024,106,108.78290822532679
2025-05-12,SKU024,123,110.87077651025507
2025-05-19,SKU024,86,107.37923356770757
2025-05-26,SKU024,94,103.20911892799721
2025-06-02,SKU024,88,99.65408517349168
2025-06-09,SKU024,104,100.73172452881872
2025-06-16,SKU024,107,97.10975080682448
2025-06-23,SKU024,92,102.46699969133749
2025-06-30,SKU024,110,104.1071915153804
